"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"chemical_shift"	"multiplicity"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"0_0001_S"	"0_0002_S"	"0_0003_S"	"0_0004_S"	"0_0008_S"	"0_0009_S"	"0_0012_S"	"0_0014_S"	"0_0025_S"	"0_0027_S"	"0_0029_S"	"0_0030_S"	"0_0033_S"	"0_0037_S"	"0_0038_S"	"0_0041_S"	"0_0045_S"	"0_0046_S"	"0_0052_S"	"0_0053_S"	"0_0054_S"	"0_0055_S"	"0_0058_S"	"0_0063_S"	"0_0069_S"	"0_0073_S"	"0_0079_S"	"0_0081_S"	"0_0089_S"	"0_0092_S"	"0_0095_S"	"0_0099_S"	"0_0100_S"	"0_0103_S"	"0_0106_S"	"0_0110_S"	"0_0112_S"	"0_0114_S"	"0_0116_S"	"0_0117_S"	"0_0118_S"	"0_0134_S"	"0_0135_S"	"0_0139_S"	"0_0144_S"	"0_0153_S"	"0_0154_S"	"0_0155_S"	"0_0161_S"	"0_0163_S"	"0_0170_S"	"0_0178_S"	"0_0192_S"	"0_0202_S"	"0_0211_S"	"0_0212_S"	"0_0216_S"	"0_0217_S"	"0_0227_S"	"0_0237_S"	"0_0242_S"	"0_0246_S"	"0_0248_S"	"0_0256_S"	"0_0262_S"	"0_0268_S"	"0_0273_S"	"0_0278_S"	"0_0281_S"	"0_0283_S"	"0_0287_S"	"0_0289_S"	"0_0290_S"	"0_0296_S"	"0_0304_S"	"0_0306_S"	"0_0309_S"	"0_0311_S"	"0_0322_S"	"0_0323_S"	"0_0330_S"	"0_0346_S"	"0_0347_S"	"0_0356_S"	"0_0369_S"	"0_0370_S"	"0_0376_S"	"0_0379_S"	"0_0384_S"	"0_0397_S"	"0_0399_S"	"0_0406_S"	"0_0409_S"	"0_0412_S"	"0_0427_S"	"0_0432_S"	"0_0447_S"	"0_0459_S"	"0_0468_S"	"0_0471_S"	"0_0498_S"	"0_0546_S"	"0_0594-S"	"0-0671-S"	"0-0693-S"	"0-0758-S"	"1_0001_S"	"1_0002_S"	"1_0003_S"	"1_0004_S"	"1_0008_S"	"1_0009_S"	"1_0012_S"	"1_0014_S"	"1_0025_S"	"1_0030_S"	"1_0033_S"	"1_0037_S"	"1_0038_S"	"1_0041_S"	"1_0045_S"	"1_0046_S"	"1_0052_S"	"1_0053_S"	"1_0054_S"	"1_0055_S"	"1_0058_S"	"1_0063_S"	"1_0069_S"	"1_0073_S"	"1_0079_S"	"1_0081_S"	"1_0089_S"	"1_0092_S"	"1_0095_S"	"1_0099_S"	"1_0100_S"	"1_0103_S"	"1_0106_S"	"1_0112_S"	"1_0114_S"	"1_0116_S"	"1_0117_S"	"1_0118_S"	"1_0134_S"	"1_0135_S"	"1_0139_S"	"1_0144_S"	"1_0153_S"	"1_0154_S"	"1_0155_S"	"1_0161_S"	"1_0163_S"	"1_0178_S"	"1_0192_S"	"1_0202_S"	"1_0211_S"	"1_0212_S"	"1_0216_S"	"1_0217_S"	"1_0227_S"	"1_0237_S"	"1_0242_S"	"1_0246_S"	"1_0248_S"	"1_0256_S"	"1_0268_S"	"1_0273_S"	"1_0281_S"	"1_0283_S"	"1_0287_S"	"1_0289_S"	"1_0290_S"	"1_0296_S"	"1_0304_S"	"1_0306_S"	"1_0309_S"	"1_0322_S"	"1_0323_S"	"1_0330_S"	"1_0346_S"	"1_0347_S"	"1_0356_S"	"1_0369_S"	"1_0370_S"	"1_0376_S"	"1_0379-S"	"1_0384_S"	"1_0397_S"	"1_0399_S"	"1_0406_S"	"1_0409_S"	"1_0412_S"	"1_0427_S"	"1_0432_S"	"1_0447_S"	"1_0459_S"	"1_0468_S"	"1_0471_S"	"1_0498_S"	"1_0546_S"	"1-0671-S"	"1-0693-S"	"1-0758-S"	"2_0001_S"	"2_0002_S"	"2_0003_S"	"2_0004_S"	"2_0008_S"	"2_0009_S"	"2_0010_S"	"2_0012_S"	"2_0014_S"	"2_0025_S"	"2_0027_S"	"2_0029_S"	"2_0030_S"	"2_0033_S"	"2_0037_S"	"2_0038_S"	"2_0041_S"	"2_0045_S"	"2_0046_S"	"2_0052_S"	"2_0053_S"	"2_0054_S"	"2_0055_S"	"2_0058_S"	"2_0063_S"	"2_0069_S"	"2_0073_S"	"2_0079_S"	"2_0081_S"	"2_0089_S"	"2_0092_S"	"2_0095_S"	"2_0099_S"	"2_0100_S"	"2_0103_S"	"2_0106_S"	"2_0112_S"	"2_0114_S"	"2_0116_S"	"2_0117_S"	"2_0118_S"	"2_0134_S"	"2_0135_S"	"2_0139_S"	"2_0144_S"	"2_0153_S"	"2_0154_S"	"2_0155_S"	"2_0161_S"	"2_0163_S"	"2_0170_S"	"2_0178-S"	"2_0192_S"	"2_0202_S"	"2_0211_S"	"2_0212_S"	"2_0216_S"	"2_0217_S"	"2_0227_S"	"2_0237-S"	"2_0242_2"	"2_0246_S"	"2_0248_S"	"2_0256_S"	"2_0262_S"	"2_0268_S"	"2_0273-S"	"2_0281_S"	"2_0283_S"	"2_0289_S"	"2_0296_S"	"2_0304_S"	"2_0306_S"	"2_0309_S"	"2_0311-S"	"2-0322-S"	"2_0323_S"	"2_0330-S"	"2_0346-S"	"2_0347_S"	"2_0356_S"	"2_0369_S"	"2_0370_S"	"2_0376_S"	"2_0379-S"	"2_0384_S"	"2_0397_S"	"2_0399_S"	"2-0406-S"	"2_0409_S"	"2_0412_S"	"2_0427_S"	"2_0432_S"	"2_0447_S"	"2_0459_S"	"2_0468_S"	"2_0498_S"	"2_0546_S"	"3_0001_S"	"3_0002_S"	"3_0003_S"	"3_0004_S"	"3_0008_S"	"3_0009_S"	"3_0012_S"	"3_0014_S"	"3_0025_S"	"3_0027_S"	"3_0029_S"	"3_0030_S"	"3_0033_S"	"3_0037_S"	"3_0038_S"	"3_0041_S"	"3_0045_S"	"3_0046_S"	"3_0052_S"	"3_0053_S"	"3_0054_S"	"3_0055_S"	"3_0058_S"	"3_0063_S"	"3_0069_S"	"3_0073_S"	"3_0079_S"	"3_0081_S"	"3_0089_S"	"3_0092_S"	"3_0095_S"	"3_0099_S"	"3_0100_S"	"3_0103_S"	"3_0106_S"	"3_0112_S"	"3_0114_S"	"3_0116_S"	"3_0117_S"	"3_0118_S"	"3_0134_S"	"3_0135_S"	"3_0139_S"	"3_0144_S"	"3_0153_S"	"3_0155_S"	"3_0161_S"	"3_0163_S"	"3_0170_S"	"3-0178-S"	"3_0192_S"	"3_0211-S"	"3_0216_S"	"3_0217_S"	"3_0227_S"	"3_0237-S"	"3_0242_S"	"3_0246_S"	"3_0256_S"	"3_0262_S"	"3_0268_S"	"3_0273-S"	"3_0281_S"	"3_0283_S"	"3_0287_S"	"3_0289-S"	"3_0296_S"	"3_0304_S"	"3_0306_S"	"3_0309_S"	"3_0311_S"	"3-0322-S"	"3_0323_S"	"3_0330_S"	"3_0347_S"	"3_0369_S"	"3_0370_S"	"3_0376_S"	"3_0379_S"	"3_0384_S"	"3_0399_S"	"3_0406_S"	"3_0409_S"	"3_0412_S"	"3_0427_S"	"3_0432_S"	"3_0447_S"	"3_0459_S"	"3_0468_S"	"3_0498_S"	"3_0546_S"	"3_0594-S"	"4_0003_S"	"4_0008_S"	"4_0009_S"	"4_0014_S"	"4_0027_S"	"4_0029_S"	"4_0033_S"	"4_0037_S"	"4_0038_S"	"4_0041_S"	"4_0046-S"	"4_0053_S"	"4_0054-S"	"4_0063_S"	"4_0069_S"	"4_0079_S"	"4_0089_S"	"4_0095-S"	"4_0100_S"	"4_0106-S"	"4_0112_S"	"4_0116_S"	"4_0117_S"	"4_0118_S"	"4_0135_S"	"4_0139_S"	"4_0144_S"	"4_0153_S"	"4_0161_S"	"4_0170_S"	"4-0178-S"	"4_0202_S"	"4_0212_S"	"4_0227_S"	"4_0242_S"	"4_0246_S"	"4_0248_S"	"4_0256_S"	"4_0262_S"	"4_0268_S"	"4_0273-S"	"4_0278_S"	"4_0281_S"	"4_0283_S"	"4_0287_S"	"4_0289-S"	"4_0296_S"	"4-0304-S"	"4_0306_S"	"4_0309_S"	"4_0311_S"	"4_0322_S"	"4_0323_S"	"4_0330_S"	"4_0346-S"	"4_0347_S"	"4_0369_S"	"4_0370_S"	"4_0376_S"	"4_0379_S"	"4_0384_S"	"4_0399_S"	"4_0406_S"	"4_0409_S"	"4_0412_S"	"4_0427_S"	"4_0432_S"	"4_0459_S"	"4_0468_S"	"4_0498_S"	"4_0546_S"
"3-hydroxybutyrate"	"C4H8O3"	"CC(CC(=O)O)O"	"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1"	"(R)-3-Hydroxybutyric acid"	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"5.84764624289655"	"0.96590771812258"	"6.71274338912037"	"0"	"0"	"0"	"7.97216370386512"	"0"	"0"	"3.12568254850619"	"0"	"1.75821524012892"	"4.36332478565826"	"87.1889219030009"	"0"	"74.4031902261865"	"0"	"0"	"0"	"49.0499577755483"	"7.35799793877707"	"0.0704809993216614"	"0"	"56.5879365190763"	"10.7323968378958"	"0"	"0"	"20.1650627830364"	"41.5126649596166"	"0"	"4.01994185460107"	"3.68957868537459"	"0"	"0"	"10.4422988078878"	"0"	"0"	"27.1405710251568"	"16.2669382815146"	"0"	"10.424050995467"	"1.2318889645431"	"20.282197676057"	"0"	"0"	"11.4482597067291"	"5.13132866866777"	"0"	"7.86780713594348"	"0"	"0"	"0"	"24.7110841468574"	"51.9641658013379"	"11.5889222128027"	"0"	"6.19834918598171"	"3.12317822585334"	"19.3077581348746"	"14.3813378326991"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.58873261232069"	"0"	"3.76348828029699"	"5.76591312969363"	"56.1676799918255"	"0"	"2.92916670081287"	"15.003476061112"	"0"	"0.979802139454396"	"0"	"7.42363761258805"	"72.1957530864214"	"0.930921895901794"	"3.88125464875461"	"0"	"11.2177751323743"	"0"	"0"	"28.2632961627769"	"5.16068614373806"	"25.5587775304591"	"7.76202122432602"	"0"	"9.29743180554229"	"0"	"0.70754310153462"	"0"	"0"	"4.53914543196648"	"13.6053745141834"	"249.612475360289"	"0"	"35.3048276893392"	"16.3110324632253"	"7.76642527174578"	"6.15307895115105"	"0"	"38.4524884767222"	"86.8218526662096"	"4.6231412668752"	"7.90750505567567"	"14.6454805581906"	"0"	"0"	"29.627925291465"	"39.3154499853751"	"570.556004651811"	"28.9488014286156"	"106.485607151743"	"166.833178569763"	"31.2998047382703"	"26.3339114238523"	"161.228424353286"	"0"	"180.099435887439"	"55.2722671750257"	"124.831983261539"	"22.9731544441053"	"73.224437273521"	"43.6468124796916"	"79.2144611944063"	"54.9249024776439"	"42.3990822399383"	"60.0505830212127"	"109.376852141363"	"0.239628591687074"	"57.510922294593"	"36.5889725212866"	"26.5823745816483"	"57.0056043892176"	"117.352823876412"	"80.1365891822965"	"239.785887905876"	"22.4013458966816"	"187.039709222797"	"129.896154696689"	"38.8183781985431"	"0"	"151.351467888487"	"10.5953399645769"	"91.0702995712847"	"97.1836297063748"	"25.4573052233639"	"31.5117653134651"	"3.21536510988978"	"0"	"4.36134536374158"	"9.17877063995148"	"148.012358195361"	"9.09343441249055"	"51.8938021218193"	"10.2210324671582"	"1.0767412228367"	"183.179461306011"	"301.01579523885"	"264.557595811124"	"55.8806749034225"	"140.719240137082"	"3.68949555148909"	"2.46870176664296"	"74.8823164776774"	"0"	"12.797467315248"	"35.1513550107401"	"1.73641084039984"	"150.636902012322"	"26.036656834886"	"4.57368578383187"	"2.0061078839627"	"121.010684590211"	"22.8528589519642"	"9.10769143585869"	"52.3524164112939"	"107.572588808295"	"10.9161128582702"	"14.785845654814"	"103.039308541551"	"22.0885281896727"	"252.908712442073"	"52.6296932999802"	"0"	"37.1961615664327"	"10.4510114321775"	"23.8953460228052"	"4.71099980821593"	"45.4037131592299"	"44.6179718642477"	"14.7903005011365"	"10.7246806692117"	"0.78482364629709"	"8.23165428017857"	"173.475450312877"	"28.9833236256747"	"7.53235718935454"	"21.1495807398552"	"76.925174353569"	"0"	"7.28967900016258"	"8.32198731187883"	"0"	"19.7074389903008"	"0"	"0.295793412251151"	"9.02766933933139"	"19.4900430325901"	"131.938167974507"	"20.6848995289774"	"0"	"40.702339451321"	"103.960161661999"	"0"	"0"	"108.103207664161"	"0"	"95.2227042741503"	"50.2241136585736"	"71.099429054462"	"34.5800340944993"	"73.8072317793866"	"0.516611993979474"	"23.3490374244615"	"3.79900510235527"	"14.4998661737244"	"0"	"26.5633255800562"	"0"	"131.367358190312"	"28.9161868611655"	"20.5959742280926"	"29.7424549568613"	"0"	"34.8635119102754"	"7.6016770588305"	"47.848291716674"	"79.903233201113"	"1.44611107738389"	"8.41429730370267"	"0"	"15.8619470944073"	"49.825399249667"	"18.004526490417"	"168.640108558958"	"8.88743781561138"	"0"	"0"	"0"	"0"	"0"	"16.8235237667656"	"90.1368354610424"	"6.74399065920802"	"10.3392048236792"	"10.6098787592415"	"7.96477488203437"	"220.917038808392"	"81.1237143832167"	"22.7246509610383"	"20.3704615519381"	"139.568619082562"	"6.2526809283599"	"0"	"0"	"0"	"0"	"0"	"0"	"25.5524077959893"	"16.8715567126013"	"4.78421754069772"	"30.1689085374973"	"0"	"0"	"24.0634630782407"	"1.64524132419235"	"8.44797514051182"	"21.8387956650786"	"3.29709666989297"	"0"	"130.606854319412"	"34.7440548911395"	"34.8969274347632"	"13.7850698903277"	"0"	"0"	"8.52966187919196"	"2.53657107285196"	"22.6041697636867"	"12.3206166269419"	"31.3389534681916"	"0"	"0"	"9.43467095663418"	"175.444546440211"	"15.4200453718017"	"8.63552885681506"	"14.5842387119566"	"65.4311771500803"	"0.0812430677405303"	"0"	"0"	"0"	"0.142018206153367"	"5.78718636493697"	"2.46631032782202"	"0.731865514066992"	"60.2750396834111"	"0"	"37.3161281585409"	"0"	"0"	"0"	"19.3091954296546"	"51.2884122988679"	"15.3314272767619"	"0"	"0"	"4.93093849236332"	"3.49165373686902"	"0"	"12.6481145747901"	"0"	"11.0949540834397"	"0"	"16.8408463877602"	"28.7651613869919"	"39.9470798486296"	"0"	"0"	"73.9648853563041"	"0"	"13.7077733524305"	"60.5863418047769"	"0"	"1.89001832011014"	"0"	"0"	"0.717160439779405"	"16.6410768534809"	"40.54129650065"	"0"	"5.90668109318843"	"0"	"0"	"21.9552439467772"	"7.38195145693079"	"0"	"39.6279741225807"	"1.51625018576387"	"23.1253702435172"	"75.8062940806738"	"0"	"1.40038365123308"	"7.84635564845994"	"0.237106677152027"	"0.922207726226847"	"0"	"1.37414373538468"	"35.1614084197099"	"83.1687414609374"	"0"	"34.0792706981737"	"9.27439171349275"	"12.5128788561737"	"0"	"0"	"0"	"13.33904850549"	"4.57702889820036"	"13.9969417814347"	"0"	"33.5194807772883"	"0"	"15.7138077228728"	"75.2773339584194"	"0"	"11.9873927933237"	"3.4026719724167"	"0"	"0.428100861248531"	"13.7192505892429"	"0"	"0.341445103566558"	"18.9050654436886"	"46.6941920623459"	"0"	"4.48373339304521"	"31.0772167445662"	"5.05211010883967"	"0"	"4.13172504463201"	"4.77324409208374"	"0"	"20.9790112252943"	"34.3727361173135"	"0"	"0"	"32.7869592689408"	"11.2047115087101"	"7.6372108020581"	"0"	"0"	"2.52128371982837"	"2.0332887731371"	"9.9429573156896"	"0"	"33.1358394449578"	"2.24369514306908"	"0"	"0"	"0.0167319812270021"	"8.739311268912"	"0"	"10.2712376988483"	"0"	"2.54357878581173"	"1.76368706548608"	"0"	"2.62369456127177"	"0"	"25.1352953864602"	"0.446131007430567"	"10.5685926089432"	"0"	"0"	"0"	"0"	"2.9861401423592"	"6.32775997030052"	"1.08156510707603"	"0"	"4.4579622360369"	"2.12711321701443"	"3.51014816654572"	"0"	"3.86836736100379"	"4.49316249659851"	"0"	"1.15064372438422"	"18.3358317484067"	"33.5523365718266"	"0"	"5.35451816713962"	"0"	"155.566715940934"	"18.3956433796365"	"12.9882384676532"	"15.9442005924258"	"0"	"0"	"8.55168497515108"	"0"	"0"	"0"	"13.6780960683784"	"66.8329050211022"	"35.392504562018"	"5.4216236468699"
"acetate"	"C8H12O8-4"	"CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-]"	"InChI=1S/4C2H4O2/c4*1-2(3)4/h4*1H3,(H,3,4)/p-4"	"acetate"	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"77.303765714"	"45.7792478871896"	"122.14973523353"	"22.4536657942791"	"77.4429271756582"	"50.5537559352139"	"24.4637010256219"	"37.3736635290867"	"29.0784082891724"	"64.6279652256316"	"29.1906667574549"	"35.2910982974635"	"23.4623528213761"	"52.3192406582326"	"33.6296636091539"	"86.622838492888"	"43.984575343199"	"38.8095627354931"	"74.4274400387226"	"34.0578260051959"	"44.2410082291766"	"80.238563217167"	"33.6481602015684"	"70.6368974537259"	"52.7120802323377"	"34.3433517798882"	"76.8450800548564"	"76.7917312566665"	"40.3698489359255"	"35.554618618474"	"49.8959644157225"	"65.8380863043397"	"37.3951632791888"	"37.0247654808983"	"63.800640001362"	"55.6476672665284"	"39.1039221656026"	"52.1713578009497"	"47.6378157082644"	"39.4962617409434"	"41.3280940785856"	"53.8055999311608"	"46.4578402142798"	"36.5614005849883"	"68.9887578848299"	"82.3899283211594"	"68.2763307088956"	"92.6856514292001"	"95.1131643834814"	"74.8317636431045"	"35.743885250063"	"53.1740238592825"	"26.645873514852"	"46.1971519707963"	"35.5100062608893"	"50.2921121910279"	"35.9113660705434"	"26.7198618434294"	"114.458211867987"	"45.3120648551746"	"28.8710484162635"	"15.0782867835697"	"27.081252651619"	"30.8794673479421"	"30.832088720039"	"46.2365722354027"	"41.7390038265634"	"30.808138158627"	"34.5690340079074"	"122.451739128375"	"93.6224640081875"	"55.8215049619416"	"22.6272962388863"	"21.3187351646146"	"52.911421371172"	"30.9946137403871"	"26.8821075380612"	"22.7430317523195"	"18.0775011459765"	"36.1318673372248"	"34.8790366988857"	"35.1203933131495"	"28.0399295045655"	"27.6880634136804"	"38.794617350686"	"34.0392587351407"	"65.0151892016451"	"35.7843542521662"	"44.9404628843525"	"41.2383713310571"	"43.8554279063861"	"53.0580570143938"	"39.9279908232908"	"42.3170238644594"	"24.3480104113552"	"29.3281656954474"	"33.4682495525558"	"24.6970365144981"	"46.7519301479333"	"26.89381723366"	"42.6805073860846"	"46.3457356213137"	"39.3689173377632"	"21.9129272642652"	"44.0388529028246"	"35.0957550126504"	"71.854235346376"	"33.4489944655038"	"90.3287093113384"	"45.1647149775741"	"36.7058499409601"	"31.8267489920272"	"19.1934304601678"	"40.4992427840549"	"104.558661629637"	"58.349596880574"	"35.6227222273558"	"67.0716699386715"	"59.7519495672878"	"54.9777951298298"	"48.4470738159412"	"60.6462559227857"	"58.6714188899927"	"52.04476711601"	"41.5996808086672"	"41.8720039271428"	"50.7055307287454"	"52.1586437402909"	"50.3860854522522"	"73.5556307060132"	"44.015916280371"	"65.6820084402589"	"74.6083609466822"	"84.307113631217"	"43.2467977276128"	"73.2800010311126"	"65.2469250267729"	"62.5406870879869"	"55.6844226306564"	"56.0468841430357"	"50.6211348689612"	"23.5079627718018"	"52.1369942366308"	"48.7122914340795"	"38.3301419496002"	"29.7171643151384"	"60.2011116928589"	"48.7828316213295"	"55.6868369441792"	"36.1606790721253"	"29.6036942994191"	"50.6582326490641"	"55.7585622594397"	"30.6412887319281"	"40.0619205591907"	"33.0692473685686"	"137.916197706585"	"37.9038885661909"	"46.7514063071495"	"41.8194461270003"	"47.0670872239849"	"121.511923384551"	"48.3520746143789"	"64.5155073809628"	"69.6027348494359"	"46.9455003724638"	"77.5772240873365"	"49.3512091502758"	"55.7240916951125"	"32.8552097012977"	"75.2222610972742"	"46.2035342025142"	"54.0910204083203"	"90.068375507903"	"41.5907283614358"	"46.403520228156"	"47.1116440314203"	"30.7310748320597"	"44.474641204352"	"31.8003687063687"	"63.1038734751052"	"33.0883785269121"	"52.373559211217"	"29.0988872323861"	"48.8346857022635"	"64.5017620208012"	"65.3031248802219"	"53.3353706937885"	"39.3274679248972"	"115.79585842775"	"64.6448341602701"	"39.4368885453833"	"40.2814627382571"	"38.1009479863324"	"41.5580146947353"	"69.6374891945318"	"20.1180811790726"	"43.0679233427914"	"45.9152403077096"	"46.9408676936096"	"53.0121306419759"	"23.9852212466244"	"35.3745189270438"	"53.5319026631791"	"88.6248879642119"	"63.7469509285237"	"198.348492912974"	"33.4492521449984"	"30.3105115491651"	"30.087325110498"	"20.3377417509617"	"106.4282061787"	"75.1575096567286"	"78.0484850683169"	"134.365317171836"	"51.5863348446101"	"46.5687265612085"	"28.8949534830727"	"30.2583547981744"	"43.0483415306797"	"42.704880217212"	"28.30090693099"	"63.1022551492165"	"45.0124508716803"	"41.1183171841109"	"66.8359754620743"	"32.9766554142423"	"31.9864986568109"	"42.8123576316257"	"48.5373426181871"	"41.3726860827887"	"46.5506230076452"	"29.1020338503237"	"41.4137466395236"	"77.2070037300845"	"47.6054125113774"	"104.000534050849"	"32.0201184254732"	"42.6681489098221"	"78.3944031577147"	"32.6757508500455"	"74.9699142875894"	"57.450880668958"	"44.551452539347"	"43.5544650807647"	"36.1067496797028"	"51.8684251837921"	"59.3957780213803"	"32.4678539736521"	"61.489170383292"	"39.4946773860516"	"40.5808681861491"	"49.4264339348481"	"38.1874139434026"	"27.7284687664892"	"127.440833862541"	"49.3491970170398"	"98.5237196704287"	"55.4226521723108"	"31.6817447698158"	"33.5138193541277"	"33.379078090331"	"97.0237254361718"	"59.6799624488548"	"54.4008004318449"	"70.679689913956"	"60.8386345153908"	"34.5224803779502"	"37.9399586119636"	"40.6290748999543"	"37.3836445551889"	"56.9811905606668"	"42.5821927227752"	"51.7493465690809"	"89.063485301722"	"38.6464502701216"	"60.781958154969"	"40.2098537478112"	"49.3799538198671"	"32.1361127162115"	"68.4818453700885"	"32.2299339106538"	"56.5870921592327"	"61.8195649402469"	"38.3801057301843"	"32.6448834056655"	"41.4908388692094"	"35.3224936989661"	"83.9318745156707"	"107.056750014194"	"29.4716674734896"	"55.7549799112713"	"56.9971434075222"	"36.5882297813981"	"36.8687771706685"	"47.3217824749278"	"27.8551393452105"	"34.1541467309358"	"34.2020534736738"	"61.2780058273711"	"44.4381442263976"	"63.2346435624913"	"78.7417304275664"	"91.9806695225818"	"101.213421613203"	"22.9414868605435"	"51.1557937344753"	"30.2984100573891"	"32.1455567932878"	"44.5995546740943"	"47.8814146333388"	"76.8431081621109"	"60.6603812827196"	"33.6750333809188"	"36.6993083254599"	"82.6201786594429"	"33.0513400535987"	"26.9641601535015"	"26.5859431121642"	"40.561587562863"	"61.5498385490726"	"45.5867750686793"	"36.3494894293719"	"30.1962792675496"	"45.3421450867441"	"34.5707607856531"	"54.1759150995512"	"32.3625933758861"	"33.0911223294615"	"53.7746686142744"	"61.3688553443132"	"43.0161458216494"	"52.342924769324"	"84.1465261601198"	"42.0560683083752"	"33.6223865076911"	"43.4413988566488"	"33.2354540410718"	"44.7456053848327"	"54.7576721669424"	"36.5694548360871"	"115.346990845955"	"37.8042761296923"	"34.6113660249345"	"44.0565068746104"	"40.6089159485441"	"75.3267682904677"	"70.4333741636619"	"53.0107280320945"	"38.1867121777513"	"23.6689355295894"	"26.8455092184969"	"38.3127627117113"	"30.2101446654113"	"70.4353482865417"	"32.5102678697289"	"68.2738214499014"	"52.9102548485318"	"46.7456330364387"	"52.8870874893218"	"40.3152763502446"	"47.8252127041876"	"111.964568312962"	"60.3808723377032"	"53.9323013517612"	"39.5679856120193"	"61.8907461541276"	"43.8597821713768"	"25.8213013914197"	"63.9953081315951"	"75.7770769400967"	"25.1342162011487"	"46.0506805082268"	"20.3215547213076"	"53.3066350211345"	"33.0498296285384"	"65.6510815192274"	"34.8215186145957"	"46.0017224357445"	"29.064294278303"	"62.7224325824317"	"100.348644453019"	"94.1077042012343"	"38.8324253550788"	"33.4652987842787"	"44.3219908749349"	"34.2517253593476"	"31.0434729129485"	"30.9047848023904"	"26.5216547577838"	"40.6557544486327"	"28.254284460505"	"28.4796002747175"	"39.377304159498"	"138.061400941668"	"61.0182958406466"	"56.7505557715036"	"53.8089349429425"	"62.609463487069"	"63.310778248425"	"66.2544484458768"	"62.0936966073649"	"48.8053328339633"	"53.4498687707118"	"66.9714384728685"	"84.6584156431819"	"63.2116597704746"	"66.3435599643534"	"63.405319899921"	"67.5543473670359"	"94.5351010841159"	"52.6833382043751"	"73.7650161563606"	"62.1933298317992"	"26.3669975501054"	"52.9818963059073"	"93.9498366017116"	"62.3870782418482"	"39.7511036682473"	"29.921901418433"	"44.5541154567255"	"65.2514686894786"	"69.8763904741869"	"29.9276013915696"	"44.4499314007551"	"100.914854807854"	"42.2318203413115"	"94.8890859588238"	"28.2946544967444"	"62.0454210553634"	"35.1264850528106"	"73.7136932551766"	"41.0732976930072"	"29.2107074739223"	"35.2836289432101"	"24.3731844273598"	"41.343944521854"	"55.4656264377468"	"84.0688858913531"	"69.7367572490807"	"161.74001071346"	"55.1249120791248"	"28.083359481061"	"41.2849212648804"	"61.9180261646832"	"45.048957757473"	"40.1162086991506"	"42.6836988741085"	"37.0055923667549"	"33.1186509880276"	"33.3515292772523"	"63.687202722492"	"27.3193960414471"	"83.5211312844267"	"138.686812963719"	"27.4444184988046"	"38.7749907972513"	"27.7421957618736"	"39.1043825746097"	"42.3805057800502"	"24.0939999402696"	"30.9273323696434"	"53.8737700346715"	"27.9224481874113"	"37.8428404384685"
